cycle	depth	nb_image	juld	nb_object	conc_object	PhaseName	wmo	date	lat	lon
12	488.20001220703125	20	26762.200983796298	0	0	PAR	4903657	2023-04-10T04:49:25Z	-53.14275233333333	69.09846616666667
12	490.29998779296875	20	26762.28431712963	0	0	PAR	4903657	2023-04-10T06:49:25Z	-53.14275233333333	69.09846616666667
12	491.6000061035156	20	26762.36763888889	0	0	PAR	4903657	2023-04-10T08:49:24Z	-53.14275233333333	69.09846616666667
12	489.3999938964844	20	26762.45097222222	0	0	PAR	4903657	2023-04-10T10:49:24Z	-53.14275233333333	69.09846616666667
12	477.8999938964844	20	26762.53431712963	0	0	PAR	4903657	2023-04-10T12:49:25Z	-53.14275233333333	69.09846616666667
12	478.6000061035156	20	26762.617650462962	0	0	PAR	4903657	2023-04-10T14:49:25Z	-53.14275233333333	69.09846616666667
12	490.20001220703125	20	26762.700960648148	0	0	PAR	4903657	2023-04-10T16:49:23Z	-53.14275233333333	69.09846616666667
12	494	20	26762.78429398148	0	0	PAR	4903657	2023-04-10T18:49:23Z	-53.14275233333333	69.09846616666667
12	493.1000061035156	20	26762.867627314816	0	0	PAR	4903657	2023-04-10T20:49:23Z	-53.14275233333333	69.09846616666667
12	487.29998779296875	20	26762.950960648148	1	0.07142857142857142	PAR	4903657	2023-04-10T22:49:23Z	-53.14275233333333	69.09846616666667
12	477.70001220703125	20	26763.03429398148	1	0.07142857142857142	PAR	4903657	2023-04-11T00:49:23Z	-53.14275233333333	69.09846616666667
12	483.5	20	26763.11761574074	0	0	PAR	4903657	2023-04-11T02:49:22Z	-53.14275233333333	69.09846616666667
12	489.29998779296875	20	26763.200960648148	0	0	PAR	4903657	2023-04-11T04:49:23Z	-53.14275233333333	69.09846616666667
12	494.5	20	26763.28429398148	2	0.14285714285714285	PAR	4903657	2023-04-11T06:49:23Z	-53.14275233333333	69.09846616666667
12	491.79998779296875	20	26763.367627314816	0	0	PAR	4903657	2023-04-11T08:49:23Z	-53.14275233333333	69.09846616666667
12	492.3999938964844	20	26763.450960648148	0	0	PAR	4903657	2023-04-11T10:49:23Z	-53.14275233333333	69.09846616666667
12	478.8999938964844	20	26763.53429398148	0	0	PAR	4903657	2023-04-11T12:49:23Z	-53.14275233333333	69.09846616666667
12	971.29998779296875	20	26763.787731481483	0	0	PAR	4903657	2023-04-11T18:54:20Z	-53.14275233333333	69.09846616666667
12	984.20001220703125	20	26763.871041666665	0	0	PAR	4903657	2023-04-11T20:54:18Z	-53.14275233333333	69.09846616666667
12	979.79998779296875	20	26763.954386574074	0	0	PAR	4903657	2023-04-11T22:54:19Z	-53.14275233333333	69.09846616666667
12	976.5	20	26764.037719907406	0	0	PAR	4903657	2023-04-12T00:54:19Z	-53.14275233333333	69.09846616666667
12	974.5999755859375	20	26764.121053240742	0	0	PAR	4903657	2023-04-12T02:54:19Z	-53.14275233333333	69.09846616666667
12	977.79998779296875	20	26764.204386574074	0	0	PAR	4903657	2023-04-12T04:54:19Z	-53.14275233333333	69.09846616666667
12	983.5999755859375	20	26764.287719907406	0	0	PAR	4903657	2023-04-12T06:54:19Z	-53.14275233333333	69.09846616666667
